_id,epi_week,disease,no._of_cases
10643,2018-W15,Malaria,1
10644,2018-W15,Chikungunya,0
10645,2018-W15,HFMD,985
10646,2018-W15,Diphtheria,0
10647,2018-W15,Measles,2
10648,2018-W15,Mumps,10
10649,2018-W15,Rubella,0
10650,2018-W15,SARS,0
10651,2018-W15,Nipah,0
10652,2018-W15,Acute Viral hepatitis B,1
10653,2018-W15,Encephalitis,0
10654,2018-W15,Legionellosis,0
10655,2018-W15,Campylobacter enteritis,13
10656,2018-W15,Acute Viral hepatitis C,0
10657,2018-W15,Leptospirosis,2
10658,2018-W15,Melioidosis,1
10659,2018-W15,Meningococcal Infection,0
10660,2018-W15,Pertussis,5
10661,2018-W15,Pneumococcal Disease (invasive),1
10662,2018-W15,Haemophilus influenzae type b,0
10663,2018-W15,Salmonellosis(non-enteric fevers),31
10664,2018-W15,Avian Influenza,0
10665,2018-W15,Zika,0
10666,2018-W15,Ebola Virus Disease,0
10667,2018-W15,Japanese Encephalitis,0
10668,2018-W15,Tetanus,0
10669,2018-W15,Botulism,0
10670,2018-W15,Murine Typhus,0
10671,2018-W16,Cholera,0
10672,2018-W16,Paratyphoid,1
10673,2018-W16,Typhoid,1
10674,2018-W16,Acute Viral Hepatitis A,1
10675,2018-W16,Acute Viral Hepatitis E,2
10676,2018-W16,Poliomyelitis,0
10677,2018-W16,Plague,0
10678,2018-W16,Yellow Fever,0
10679,2018-W16,Dengue Fever,56
10680,2018-W16,Dengue Haemorrhagic Fever,0
10681,2018-W16,Malaria,1
10682,2018-W16,Chikungunya,0
10683,2018-W16,HFMD,996
10684,2018-W16,Diphtheria,0
10685,2018-W16,Measles,1
10686,2018-W16,Mumps,11
10687,2018-W16,Rubella,0
10688,2018-W16,SARS,0
10689,2018-W16,Nipah,0
10690,2018-W16,Acute Viral hepatitis B,1
10691,2018-W16,Encephalitis,0
10692,2018-W16,Legionellosis,0
10693,2018-W16,Campylobacter enteritis,4
10694,2018-W16,Acute Viral hepatitis C,2
10695,2018-W16,Leptospirosis,0
10696,2018-W16,Melioidosis,0
10697,2018-W16,Meningococcal Infection,1
10698,2018-W16,Pertussis,4
10699,2018-W16,Pneumococcal Disease (invasive),1
10700,2018-W16,Haemophilus influenzae type b,0
10701,2018-W16,Salmonellosis(non-enteric fevers),33
10702,2018-W16,Avian Influenza,0
10703,2018-W16,Zika,0
10704,2018-W16,Ebola Virus Disease,0
10705,2018-W16,Japanese Encephalitis,0
10706,2018-W16,Tetanus,0
10707,2018-W16,Botulism,0
10708,2018-W16,Murine Typhus,0
10709,2018-W17,Cholera,0
10710,2018-W17,Paratyphoid,0
10711,2018-W17,Typhoid,0
10712,2018-W17,Acute Viral Hepatitis A,0
10713,2018-W17,Acute Viral Hepatitis E,3
10714,2018-W17,Poliomyelitis,0
10715,2018-W17,Plague,0
10716,2018-W17,Yellow Fever,0
10717,2018-W17,Dengue Fever,55
10718,2018-W17,Dengue Haemorrhagic Fever,1
10719,2018-W17,Malaria,1
10720,2018-W17,Chikungunya,0
10721,2018-W17,HFMD,1066
10722,2018-W17,Diphtheria,0
10723,2018-W17,Measles,3
10724,2018-W17,Mumps,8
10725,2018-W17,Rubella,0
10726,2018-W17,SARS,0
10727,2018-W17,Nipah,0
10728,2018-W17,Acute Viral hepatitis B,2
10729,2018-W17,Encephalitis,0
10730,2018-W17,Legionellosis,0
10731,2018-W17,Campylobacter enteritis,5
10732,2018-W17,Acute Viral hepatitis C,0
10733,2018-W17,Leptospirosis,1
10734,2018-W17,Melioidosis,0
10735,2018-W17,Meningococcal Infection,0
10736,2018-W17,Pertussis,3
10737,2018-W17,Pneumococcal Disease (invasive),2
10738,2018-W17,Haemophilus influenzae type b,1
10739,2018-W17,Salmonellosis(non-enteric fevers),27
10740,2018-W17,Avian Influenza,0
10741,2018-W17,Zika,0
10742,2018-W17,Ebola Virus Disease,0
10743,2018-W17,Japanese Encephalitis,0
10744,2018-W17,Tetanus,0
10745,2018-W17,Botulism,0
10746,2018-W17,Murine Typhus,0
10747,2018-W18,Cholera,0
10748,2018-W18,Paratyphoid,0
10749,2018-W18,Typhoid,0
10750,2018-W18,Acute Viral Hepatitis A,1
10751,2018-W18,Acute Viral Hepatitis E,0
10752,2018-W18,Poliomyelitis,0
10753,2018-W18,Plague,0
10754,2018-W18,Yellow Fever,0
10755,2018-W18,Dengue Fever,74
10756,2018-W18,Dengue Haemorrhagic Fever,3
10757,2018-W18,Malaria,1
10758,2018-W18,Chikungunya,0
10759,2018-W18,HFMD,971
10760,2018-W18,Diphtheria,0
10761,2018-W18,Measles,0
10762,2018-W18,Mumps,16
10763,2018-W18,Rubella,1
10764,2018-W18,SARS,0
10765,2018-W18,Nipah,0
10766,2018-W18,Acute Viral hepatitis B,1
10767,2018-W18,Encephalitis,0
10768,2018-W18,Legionellosis,0
10769,2018-W18,Campylobacter enteritis,6
10770,2018-W18,Acute Viral hepatitis C,0
10771,2018-W18,Leptospirosis,0
10772,2018-W18,Melioidosis,3
10773,2018-W18,Meningococcal Infection,0
10774,2018-W18,Pertussis,2
10775,2018-W18,Pneumococcal Disease (invasive),4
10776,2018-W18,Haemophilus influenzae type b,0
10777,2018-W18,Salmonellosis(non-enteric fevers),41
10778,2018-W18,Avian Influenza,0
10779,2018-W18,Zika,0
10780,2018-W18,Ebola Virus Disease,0
10781,2018-W18,Japanese Encephalitis,0
10782,2018-W18,Tetanus,0
10783,2018-W18,Botulism,0
10784,2018-W18,Murine Typhus,1
10785,2018-W19,Cholera,0
10786,2018-W19,Paratyphoid,0
10787,2018-W19,Typhoid,1
10788,2018-W19,Acute Viral Hepatitis A,2
10789,2018-W19,Acute Viral Hepatitis E,1
10790,2018-W19,Poliomyelitis,0
10791,2018-W19,Plague,0
10792,2018-W19,Yellow Fever,0
10793,2018-W19,Dengue Fever,62
10794,2018-W19,Dengue Haemorrhagic Fever,0
10795,2018-W19,Malaria,1
10796,2018-W19,Chikungunya,0
10797,2018-W19,HFMD,1159
10798,2018-W19,Diphtheria,0
10799,2018-W19,Measles,0
10800,2018-W19,Mumps,10
10801,2018-W19,Rubella,0
10802,2018-W19,SARS,0
10803,2018-W19,Nipah,0
10804,2018-W19,Acute Viral hepatitis B,1
10805,2018-W19,Encephalitis,0
10806,2018-W19,Legionellosis,2
10807,2018-W19,Campylobacter enteritis,9
10808,2018-W19,Acute Viral hepatitis C,0
10809,2018-W19,Leptospirosis,3
10810,2018-W19,Melioidosis,1
10811,2018-W19,Meningococcal Infection,0
10812,2018-W19,Pertussis,5
10813,2018-W19,Pneumococcal Disease (invasive),2
10814,2018-W19,Haemophilus influenzae type b,0
10815,2018-W19,Salmonellosis(non-enteric fevers),36
10816,2018-W19,Avian Influenza,0
10817,2018-W19,Zika,0
10818,2018-W19,Ebola Virus Disease,0
10819,2018-W19,Japanese Encephalitis,0
10820,2018-W19,Tetanus,0
10821,2018-W19,Botulism,0
10822,2018-W19,Murine Typhus,0
10823,2018-W20,Cholera,0
10824,2018-W20,Paratyphoid,0
10825,2018-W20,Typhoid,0
10826,2018-W20,Acute Viral Hepatitis A,3
10827,2018-W20,Acute Viral Hepatitis E,1
10828,2018-W20,Poliomyelitis,0
10829,2018-W20,Plague,0
10830,2018-W20,Yellow Fever,0
10831,2018-W20,Dengue Fever,63
10832,2018-W20,Dengue Haemorrhagic Fever,1
10833,2018-W20,Malaria,1
10834,2018-W20,Chikungunya,1
10835,2018-W20,HFMD,1022
10836,2018-W20,Diphtheria,0
10837,2018-W20,Measles,1
10838,2018-W20,Mumps,16
10839,2018-W20,Rubella,0
10840,2018-W20,SARS,0
10841,2018-W20,Nipah,0
10842,2018-W20,Acute Viral hepatitis B,0
10843,2018-W20,Encephalitis,0
10844,2018-W20,Legionellosis,0
10845,2018-W20,Campylobacter enteritis,6
10846,2018-W20,Acute Viral hepatitis C,0
10847,2018-W20,Leptospirosis,2
10848,2018-W20,Melioidosis,0
10849,2018-W20,Meningococcal Infection,0
10850,2018-W20,Pertussis,1
10851,2018-W20,Pneumococcal Disease (invasive),2
10852,2018-W20,Haemophilus influenzae type b,1
10853,2018-W20,Salmonellosis(non-enteric fevers),40
10854,2018-W20,Avian Influenza,0
10855,2018-W20,Zika,0
10856,2018-W20,Ebola Virus Disease,0
10857,2018-W20,Japanese Encephalitis,0
10858,2018-W20,Tetanus,0
10859,2018-W20,Botulism,0
10860,2018-W20,Murine Typhus,0
10861,2018-W21,Cholera,0
10862,2018-W21,Paratyphoid,1
10863,2018-W21,Typhoid,0
10864,2018-W21,Acute Viral Hepatitis A,0
10865,2018-W21,Acute Viral Hepatitis E,3
10866,2018-W21,Poliomyelitis,0
10867,2018-W21,Plague,0
10868,2018-W21,Yellow Fever,0
10869,2018-W21,Dengue Fever,64
10870,2018-W21,Dengue Haemorrhagic Fever,1
10871,2018-W21,Malaria,0
10872,2018-W21,Chikungunya,0
10873,2018-W21,HFMD,1086
10874,2018-W21,Diphtheria,0
10875,2018-W21,Measles,3
10876,2018-W21,Mumps,15
10877,2018-W21,Rubella,0
10878,2018-W21,SARS,0
10879,2018-W21,Nipah,0
10880,2018-W21,Acute Viral hepatitis B,1
10881,2018-W21,Encephalitis,0
10882,2018-W21,Legionellosis,3
10883,2018-W21,Campylobacter enteritis,7
10884,2018-W21,Acute Viral hepatitis C,0
10885,2018-W21,Leptospirosis,1
10886,2018-W21,Melioidosis,0
10887,2018-W21,Meningococcal Infection,0
10888,2018-W21,Pertussis,3
10889,2018-W21,Pneumococcal Disease (invasive),4
10890,2018-W21,Haemophilus influenzae type b,0
10891,2018-W21,Salmonellosis(non-enteric fevers),40
10892,2018-W21,Avian Influenza,0
10893,2018-W21,Zika,0
10894,2018-W21,Ebola Virus Disease,0
10895,2018-W21,Japanese Encephalitis,0
10896,2018-W21,Tetanus,0
10897,2018-W21,Botulism,0
10898,2018-W21,Murine Typhus,1
10899,2018-W22,Cholera,0
10900,2018-W22,Paratyphoid,0
10901,2018-W22,Typhoid,0
10902,2018-W22,Acute Viral Hepatitis A,3
10903,2018-W22,Acute Viral Hepatitis E,0
10904,2018-W22,Poliomyelitis,0
10905,2018-W22,Plague,0
10906,2018-W22,Yellow Fever,0
10907,2018-W22,Dengue Fever,52
10908,2018-W22,Dengue Haemorrhagic Fever,2
10909,2018-W22,Malaria,0
10910,2018-W22,Chikungunya,1
10911,2018-W22,HFMD,849
10912,2018-W22,Diphtheria,0
10913,2018-W22,Measles,0
10914,2018-W22,Mumps,10
10915,2018-W22,Rubella,0
10916,2018-W22,SARS,0
10917,2018-W22,Nipah,0
10918,2018-W22,Acute Viral hepatitis B,0
10919,2018-W22,Encephalitis,0
10920,2018-W22,Legionellosis,0
10921,2018-W22,Campylobacter enteritis,9
10922,2018-W22,Acute Viral hepatitis C,0
10923,2018-W22,Leptospirosis,1
10924,2018-W22,Melioidosis,0
10925,2018-W22,Meningococcal Infection,0
10926,2018-W22,Pertussis,1
10927,2018-W22,Pneumococcal Disease (invasive),4
10928,2018-W22,Haemophilus influenzae type b,0
10929,2018-W22,Salmonellosis(non-enteric fevers),47
10930,2018-W22,Avian Influenza,0
10931,2018-W22,Zika,0
10932,2018-W22,Ebola Virus Disease,0
10933,2018-W22,Japanese Encephalitis,0
10934,2018-W22,Tetanus,0
10935,2018-W22,Botulism,0
10936,2018-W22,Murine Typhus,0
10937,2018-W23,Cholera,0
10938,2018-W23,Paratyphoid,0
10939,2018-W23,Typhoid,0
10940,2018-W23,Acute Viral Hepatitis A,3
10941,2018-W23,Acute Viral Hepatitis E,0
10942,2018-W23,Poliomyelitis,0
10943,2018-W23,Plague,0
10944,2018-W23,Yellow Fever,0
10945,2018-W23,Dengue Fever,75
10946,2018-W23,Dengue Haemorrhagic Fever,0
10947,2018-W23,Malaria,1
10948,2018-W23,Chikungunya,1
10949,2018-W23,HFMD,873
10950,2018-W23,Diphtheria,0
10951,2018-W23,Measles,1
10952,2018-W23,Mumps,9
10953,2018-W23,Rubella,0
10954,2018-W23,SARS,0
10955,2018-W23,Nipah,0
10956,2018-W23,Acute Viral hepatitis B,2
10957,2018-W23,Encephalitis,0
10958,2018-W23,Legionellosis,1
10959,2018-W23,Campylobacter enteritis,3
10960,2018-W23,Acute Viral hepatitis C,0
10961,2018-W23,Leptospirosis,1
10962,2018-W23,Melioidosis,1
10963,2018-W23,Meningococcal Infection,0
10964,2018-W23,Pertussis,3
10965,2018-W23,Pneumococcal Disease (invasive),1
10966,2018-W23,Haemophilus influenzae type b,1
10967,2018-W23,Salmonellosis(non-enteric fevers),47
10968,2018-W23,Avian Influenza,0
10969,2018-W23,Zika,0
10970,2018-W23,Ebola Virus Disease,0
10971,2018-W23,Japanese Encephalitis,0
10972,2018-W23,Tetanus,0
10973,2018-W23,Botulism,0
10974,2018-W23,Murine Typhus,0
10975,2018-W24,Cholera,0
10976,2018-W24,Paratyphoid,0
10977,2018-W24,Typhoid,1
10978,2018-W24,Acute Viral Hepatitis A,3
10979,2018-W24,Acute Viral Hepatitis E,1
10980,2018-W24,Poliomyelitis,0
10981,2018-W24,Plague,0
10982,2018-W24,Yellow Fever,0
10983,2018-W24,Dengue Fever,55
10984,2018-W24,Dengue Haemorrhagic Fever,0
10985,2018-W24,Malaria,0
10986,2018-W24,Chikungunya,0
10987,2018-W24,HFMD,735
10988,2018-W24,Diphtheria,0
10989,2018-W24,Measles,0
10990,2018-W24,Mumps,8
10991,2018-W24,Rubella,0
10992,2018-W24,SARS,0
10993,2018-W24,Nipah,0
10994,2018-W24,Acute Viral hepatitis B,0
10995,2018-W24,Encephalitis,0
10996,2018-W24,Legionellosis,0
10997,2018-W24,Campylobacter enteritis,10
10998,2018-W24,Acute Viral hepatitis C,0
10999,2018-W24,Leptospirosis,2
11000,2018-W24,Melioidosis,0
11001,2018-W24,Meningococcal Infection,0
11002,2018-W24,Pertussis,4
11003,2018-W24,Pneumococcal Disease (invasive),5
11004,2018-W24,Haemophilus influenzae type b,0
11005,2018-W24,Salmonellosis(non-enteric fevers),31
11006,2018-W24,Avian Influenza,0
11007,2018-W24,Zika,0
11008,2018-W24,Ebola Virus Disease,0
11009,2018-W24,Japanese Encephalitis,0
11010,2018-W24,Tetanus,0
11011,2018-W24,Botulism,0
11012,2018-W24,Murine Typhus,0
11013,2018-W25,Cholera,0
11014,2018-W25,Paratyphoid,0
11015,2018-W25,Typhoid,0
11016,2018-W25,Acute Viral Hepatitis A,1
11017,2018-W25,Acute Viral Hepatitis E,1
11018,2018-W25,Poliomyelitis,0
11019,2018-W25,Plague,0
11020,2018-W25,Yellow Fever,0
11021,2018-W25,Dengue Fever,59
11022,2018-W25,Dengue Haemorrhagic Fever,2
11023,2018-W25,Malaria,1
11024,2018-W25,Chikungunya,0
11025,2018-W25,HFMD,716
11026,2018-W25,Diphtheria,0
11027,2018-W25,Measles,0
11028,2018-W25,Mumps,9
11029,2018-W25,Rubella,0
11030,2018-W25,SARS,0
11031,2018-W25,Nipah,0
11032,2018-W25,Acute Viral hepatitis B,3
11033,2018-W25,Encephalitis,0
11034,2018-W25,Legionellosis,0
11035,2018-W25,Campylobacter enteritis,8
11036,2018-W25,Acute Viral hepatitis C,0
11037,2018-W25,Leptospirosis,4
11038,2018-W25,Melioidosis,0
11039,2018-W25,Meningococcal Infection,0
11040,2018-W25,Pertussis,1
11041,2018-W25,Pneumococcal Disease (invasive),3
11042,2018-W25,Haemophilus influenzae type b,0
11043,2018-W25,Salmonellosis(non-enteric fevers),39
11044,2018-W25,Avian Influenza,0
11045,2018-W25,Zika,0
11046,2018-W25,Ebola Virus Disease,0
11047,2018-W25,Japanese Encephalitis,0
11048,2018-W25,Tetanus,0
11049,2018-W25,Botulism,0
11050,2018-W25,Murine Typhus,2
11051,2018-W26,Cholera,0
11052,2018-W26,Paratyphoid,0
11053,2018-W26,Typhoid,1
11054,2018-W26,Acute Viral Hepatitis A,0
11055,2018-W26,Acute Viral Hepatitis E,1
11056,2018-W26,Poliomyelitis,0
11057,2018-W26,Plague,0
11058,2018-W26,Yellow Fever,0
11059,2018-W26,Dengue Fever,75
11060,2018-W26,Dengue Haemorrhagic Fever,1
11061,2018-W26,Malaria,1
11062,2018-W26,Chikungunya,0
11063,2018-W26,HFMD,889
11064,2018-W26,Diphtheria,0
11065,2018-W26,Measles,0
11066,2018-W26,Mumps,7
11067,2018-W26,Rubella,0
11068,2018-W26,SARS,0
11069,2018-W26,Nipah,0
11070,2018-W26,Acute Viral hepatitis B,0
11071,2018-W26,Encephalitis,0
11072,2018-W26,Legionellosis,0
11073,2018-W26,Campylobacter enteritis,8
11074,2018-W26,Acute Viral hepatitis C,0
11075,2018-W26,Leptospirosis,1
11076,2018-W26,Melioidosis,1
11077,2018-W26,Meningococcal Infection,0
11078,2018-W26,Pertussis,1
11079,2018-W26,Pneumococcal Disease (invasive),1
11080,2018-W26,Haemophilus influenzae type b,0
11081,2018-W26,Salmonellosis(non-enteric fevers),30
11082,2018-W26,Avian Influenza,0
11083,2018-W26,Zika,0
11084,2018-W26,Ebola Virus Disease,0
11085,2018-W26,Japanese Encephalitis,0
11086,2018-W26,Tetanus,0
11087,2018-W26,Botulism,0
11088,2018-W26,Murine Typhus,0
11089,2018-W27,Cholera,0
11090,2018-W27,Paratyphoid,1
11091,2018-W27,Typhoid,1
11092,2018-W27,Acute Viral Hepatitis A,7
11093,2018-W27,Acute Viral Hepatitis E,2
11094,2018-W27,Poliomyelitis,0
11095,2018-W27,Plague,0
11096,2018-W27,Yellow Fever,0
11097,2018-W27,Dengue Fever,56
11098,2018-W27,Dengue Haemorrhagic Fever,2
11099,2018-W27,Malaria,1
11100,2018-W27,Chikungunya,0
11101,2018-W27,HFMD,1071
11102,2018-W27,Diphtheria,0
11103,2018-W27,Measles,0
11104,2018-W27,Mumps,12
11105,2018-W27,Rubella,0
11106,2018-W27,SARS,0
11107,2018-W27,Nipah,0
11108,2018-W27,Acute Viral hepatitis B,1
11109,2018-W27,Encephalitis,0
11110,2018-W27,Legionellosis,0
11111,2018-W27,Campylobacter enteritis,8
11112,2018-W27,Acute Viral hepatitis C,0
11113,2018-W27,Leptospirosis,0
11114,2018-W27,Melioidosis,0
11115,2018-W27,Meningococcal Infection,1
11116,2018-W27,Pertussis,2
11117,2018-W27,Pneumococcal Disease (invasive),4
11118,2018-W27,Haemophilus influenzae type b,0
11119,2018-W27,Salmonellosis(non-enteric fevers),42
11120,2018-W27,Avian Influenza,0
11121,2018-W27,Zika,0
11122,2018-W27,Ebola Virus Disease,0
11123,2018-W27,Japanese Encephalitis,0
11124,2018-W27,Tetanus,0
11125,2018-W27,Botulism,0
11126,2018-W27,Murine Typhus,0
11127,2018-W28,Cholera,0
11128,2018-W28,Paratyphoid,0
11129,2018-W28,Typhoid,1
11130,2018-W28,Acute Viral Hepatitis A,1
11131,2018-W28,Acute Viral Hepatitis E,2
11132,2018-W28,Poliomyelitis,0
11133,2018-W28,Plague,0
11134,2018-W28,Yellow Fever,0
11135,2018-W28,Dengue Fever,44
11136,2018-W28,Dengue Haemorrhagic Fever,0
11137,2018-W28,Malaria,2
11138,2018-W28,Chikungunya,1
11139,2018-W28,HFMD,1140
11140,2018-W28,Diphtheria,0
11141,2018-W28,Measles,0
11142,2018-W28,Mumps,9
11143,2018-W28,Rubella,1
11144,2018-W28,SARS,0
11145,2018-W28,Nipah,0
11146,2018-W28,Acute Viral hepatitis B,3
11147,2018-W28,Encephalitis,0
11148,2018-W28,Legionellosis,0
11149,2018-W28,Campylobacter enteritis,9
11150,2018-W28,Acute Viral hepatitis C,1
11151,2018-W28,Leptospirosis,1
11152,2018-W28,Melioidosis,1
11153,2018-W28,Meningococcal Infection,0
11154,2018-W28,Pertussis,1
11155,2018-W28,Pneumococcal Disease (invasive),4
11156,2018-W28,Haemophilus influenzae type b,0
11157,2018-W28,Salmonellosis(non-enteric fevers),22
11158,2018-W28,Avian Influenza,0
11159,2018-W28,Zika,0
11160,2018-W28,Ebola Virus Disease,0
11161,2018-W28,Japanese Encephalitis,0
11162,2018-W28,Tetanus,0
11163,2018-W28,Botulism,0
11164,2018-W28,Murine Typhus,0
11165,2018-W29,Cholera,0
11166,2018-W29,Paratyphoid,1
11167,2018-W29,Typhoid,2
11168,2018-W29,Acute Viral Hepatitis A,1
11169,2018-W29,Acute Viral Hepatitis E,0
11170,2018-W29,Poliomyelitis,0
11171,2018-W29,Plague,0
11172,2018-W29,Yellow Fever,0
11173,2018-W29,Dengue Fever,41
11174,2018-W29,Dengue Haemorrhagic Fever,0
11175,2018-W29,Malaria,0
11176,2018-W29,Chikungunya,0
11177,2018-W29,HFMD,1136
11178,2018-W29,Diphtheria,0
11179,2018-W29,Measles,1
11180,2018-W29,Mumps,12
11181,2018-W29,Rubella,0
11182,2018-W29,SARS,0
11183,2018-W29,Nipah,0
11184,2018-W29,Acute Viral hepatitis B,0
11185,2018-W29,Encephalitis,0
11186,2018-W29,Legionellosis,0
11187,2018-W29,Campylobacter enteritis,7
11188,2018-W29,Acute Viral hepatitis C,1
11189,2018-W29,Leptospirosis,0
11190,2018-W29,Melioidosis,0
11191,2018-W29,Meningococcal Infection,0
11192,2018-W29,Pertussis,4
11193,2018-W29,Pneumococcal Disease (invasive),4
11194,2018-W29,Haemophilus influenzae type b,0
11195,2018-W29,Salmonellosis(non-enteric fevers),22
11196,2018-W29,Avian Influenza,0
11197,2018-W29,Zika,0
11198,2018-W29,Ebola Virus Disease,0
11199,2018-W29,Japanese Encephalitis,0
11200,2018-W29,Tetanus,0
11201,2018-W29,Botulism,0
11202,2018-W29,Murine Typhus,0
11203,2018-W30,Cholera,0
11204,2018-W30,Paratyphoid,0
11205,2018-W30,Typhoid,1
11206,2018-W30,Acute Viral Hepatitis A,1
11207,2018-W30,Acute Viral Hepatitis E,0
11208,2018-W30,Poliomyelitis,0
11209,2018-W30,Plague,0
11210,2018-W30,Yellow Fever,0
11211,2018-W30,Dengue Fever,56
11212,2018-W30,Dengue Haemorrhagic Fever,0
11213,2018-W30,Malaria,0
11214,2018-W30,Chikungunya,1
11215,2018-W30,HFMD,1177
11216,2018-W30,Diphtheria,0
11217,2018-W30,Measles,0
11218,2018-W30,Mumps,8
11219,2018-W30,Rubella,0
11220,2018-W30,SARS,0
11221,2018-W30,Nipah,0
11222,2018-W30,Acute Viral hepatitis B,0
11223,2018-W30,Encephalitis,0
11224,2018-W30,Legionellosis,2
11225,2018-W30,Campylobacter enteritis,7
11226,2018-W30,Acute Viral hepatitis C,0
11227,2018-W30,Leptospirosis,0
11228,2018-W30,Melioidosis,0
11229,2018-W30,Meningococcal Infection,1
11230,2018-W30,Pertussis,3
11231,2018-W30,Pneumococcal Disease (invasive),4
11232,2018-W30,Haemophilus influenzae type b,0
11233,2018-W30,Salmonellosis(non-enteric fevers),37
11234,2018-W30,Avian Influenza,0
11235,2018-W30,Zika,0
11236,2018-W30,Ebola Virus Disease,0
11237,2018-W30,Japanese Encephalitis,0
11238,2018-W30,Tetanus,0
11239,2018-W30,Botulism,0
11240,2018-W30,Murine Typhus,0
11241,2018-W31,Cholera,0
11242,2018-W31,Paratyphoid,0
11243,2018-W31,Typhoid,0
11244,2018-W31,Acute Viral Hepatitis A,0
11245,2018-W31,Acute Viral Hepatitis E,1
11246,2018-W31,Poliomyelitis,0
11247,2018-W31,Plague,0
11248,2018-W31,Yellow Fever,0
11249,2018-W31,Dengue Fever,50
11250,2018-W31,Dengue Haemorrhagic Fever,1
11251,2018-W31,Malaria,0
11252,2018-W31,Chikungunya,0
11253,2018-W31,HFMD,1249
11254,2018-W31,Diphtheria,0
11255,2018-W31,Measles,1
11256,2018-W31,Mumps,12
11257,2018-W31,Rubella,2
11258,2018-W31,SARS,0
11259,2018-W31,Nipah,0
11260,2018-W31,Acute Viral hepatitis B,1
11261,2018-W31,Encephalitis,0
11262,2018-W31,Legionellosis,1
11263,2018-W31,Campylobacter enteritis,13
11264,2018-W31,Acute Viral hepatitis C,0
11265,2018-W31,Leptospirosis,0
11266,2018-W31,Melioidosis,1
11267,2018-W31,Meningococcal Infection,0
11268,2018-W31,Pertussis,1
11269,2018-W31,Pneumococcal Disease (invasive),0
11270,2018-W31,Haemophilus influenzae type b,0
11271,2018-W31,Salmonellosis(non-enteric fevers),32
11272,2018-W31,Avian Influenza,0
11273,2018-W31,Zika,0
11274,2018-W31,Ebola Virus Disease,0
11275,2018-W31,Japanese Encephalitis,0
11276,2018-W31,Tetanus,0
11277,2018-W31,Botulism,0
11278,2018-W31,Murine Typhus,0
11279,2018-W32,Cholera,0
11280,2018-W32,Paratyphoid,1
11281,2018-W32,Typhoid,2
11282,2018-W32,Acute Viral Hepatitis A,1
11283,2018-W32,Acute Viral Hepatitis E,0
11284,2018-W32,Poliomyelitis,0
11285,2018-W32,Plague,0
11286,2018-W32,Yellow Fever,0
11287,2018-W32,Dengue Fever,59
11288,2018-W32,Dengue Haemorrhagic Fever,0
11289,2018-W32,Malaria,0
11290,2018-W32,Chikungunya,0
11291,2018-W32,HFMD,1050
11292,2018-W32,Diphtheria,0
11293,2018-W32,Measles,0
11294,2018-W32,Mumps,7
11295,2018-W32,Rubella,0
11296,2018-W32,SARS,0
11297,2018-W32,Nipah,0
11298,2018-W32,Acute Viral hepatitis B,0
11299,2018-W32,Encephalitis,0
11300,2018-W32,Legionellosis,0
11301,2018-W32,Campylobacter enteritis,11
11302,2018-W32,Acute Viral hepatitis C,0
11303,2018-W32,Leptospirosis,2
11304,2018-W32,Melioidosis,0
11305,2018-W32,Meningococcal Infection,0
11306,2018-W32,Pertussis,1
11307,2018-W32,Pneumococcal Disease (invasive),0
11308,2018-W32,Haemophilus influenzae type b,0
11309,2018-W32,Salmonellosis(non-enteric fevers),30
11310,2018-W32,Avian Influenza,0
11311,2018-W32,Zika,0
11312,2018-W32,Ebola Virus Disease,0
11313,2018-W32,Japanese Encephalitis,0
11314,2018-W32,Tetanus,0
11315,2018-W32,Botulism,0
11316,2018-W32,Murine Typhus,0
11317,2018-W33,Cholera,0
11318,2018-W33,Paratyphoid,1
11319,2018-W33,Typhoid,2
11320,2018-W33,Acute Viral Hepatitis A,1
11321,2018-W33,Acute Viral Hepatitis E,1
11322,2018-W33,Poliomyelitis,0
11323,2018-W33,Plague,0
11324,2018-W33,Yellow Fever,0
11325,2018-W33,Dengue Fever,42
11326,2018-W33,Dengue Haemorrhagic Fever,1
11327,2018-W33,Malaria,1
11328,2018-W33,Chikungunya,0
11329,2018-W33,HFMD,1038
